Job Family,Employee Identifier,Salaries,Overtime,Total Compensation,Total Benefits,Percentage Benefits
Police Services,45274,95900.51000000001,21980.992000000002,157003.47599999997,31112.714,0.19816576545095094
Police Services,24383,96168.34199999999,18504.681999999997,157320.21000000002,31174.816000000003,0.19816154580520837
Public Service Aide,12573,437.39,369.37,1033.02,204.67,0.19812781940330293
Fire Services,25524,115003.90250000001,41456.5125,218645.66,43314.947499999995,0.1981056815854474
Fire Services,2452,116395.15000000001,41946.3825,220975.25999999998,43773.5675,0.19809261679339127
Police Services,26105,95607.32166666666,6166.033333333333,147000.71,29110.24,0.1980278870761917
"Clerical, Secretarial & Steno",39937,541.5733333333334,454.8966666666667,1242.4966666666667,246.02666666666667,0.19800992088509964
Street Transit,29707,63661.1075,39981.0325,137403.6125,27206.565,0.1980047285874671
Police Services,33145,93972.992,20547.756,154085.722,30507.330000000005,0.1979893373897421
Fire Services,40914,142107.1875,34538.125,244757.625,48454.4925,0.19796928696297
Police Services,10568,91571.31166666666,12701.82,143244.11666666667,28357.678333333333,0.19796749069508032
Skilled Labor,49456,13634.2,2263.92,19822.19,3924.07,0.19796349444738448
Correction & Detention,156,109166.9375,55470.835,228017.41499999998,45133.369999999995,0.1979382583562751
Police Services,49762,111090.676,14726.584000000003,173080.87999999998,34259.068,0.19793675650366466
Fire Services,14138,113191.55500000001,33756.9375,194050.11000000002,38408.677500000005,0.19793174814484776
Police Services,6823,141539.33500000002,20051.342500000002,219119.70249999998,43364.3775,0.19790268517729484
Police Services,9606,118632.30750000001,18847.9875,194685.2775,38527.655,0.1978971162829711
Fire Services,11038,108321.95749999999,48630.619999999995,217049.3,42949.455,0.19787879988555598
Journeyman Trade,22947,19816.74,1147.0966666666666,26717.773333333334,5286.17,0.19785219127542064
Fire Services,30518,116641.396,32128.480000000003,206511.81399999998,40857.153999999995,0.19784414851927065
Police Services,29874,115027.13249999999,30253.485,191380.58749999997,37861.33,0.19783265635549377
Police Services,26320,78521.04833333332,22825.214999999997,129233.35166666668,25564.333333333332,0.19781529306205536
Correction & Detention,28815,109160.64249999999,55083.095,217951.89250000002,43110.085,0.19779633250947795
Police Services,41512,141506.66,29323.082499999997,222225.81,43955.057499999995,0.1977945653567423
Protection & Apprehension,20033,10032.746666666666,1219.5433333333333,14681.363333333333,2903.853333333333,0.19779180362223397
Police Services,26427,84330.44333333333,16535.061666666665,135156.05500000002,26729.196666666667,0.19776543985888506
Police Services,14183,141894.56999999998,18930.3725,219355.3675,43380.8475,0.1977651515639343
Fire Services,7539,115394.325,37940.0975,222263.9525,43953.44,0.1977533446409849
Semi-Skilled & General Labor,18191,46312.84333333333,18658.773333333334,89024.33666666667,17604.666666666668,0.1977511692402014
Police Services,1627,106821.55600000001,19792.620000000003,166526.99599999998,32930.441999999995,0.19774836987992025
Police Services,20385,127080.8075,30762.659999999996,203663.0175,40271.2425,0.19773468445246817
Correction & Detention,36877,98485.535,54783.2875,213264.6425,42168.01,0.19772621239828822
Police Services,28993,97550.234,17428.31,157273.43000000002,31086.781999999996,0.1976607364638769
Police Services,4598,93981.29833333334,11881.748333333335,145882.72833333336,28832.164999999997,0.19763933214986365
Fire Services,26666,115061.7175,40945.64750000001,221690.56500000003,43812.405,0.1976286406234744
Fire Services,37995,115269.6925,44048.6325,218808.48249999998,43241.06,0.19762058356215692
Fire Services,8601,114585.6925,42786.9925,218924.40499999997,43256.9,0.1975882953752918
Police Services,54407,141554.5175,25590.2525,221061.215,43670.2,0.19754799592502012
Journeyman Trade,16709,84831.8725,74192.72999999998,211182.03999999998,41717.84,0.19754445027616932
Police Services,8758,121936.4775,22026.83,198899.8875,39291.14,0.1975422937330721
Fire Services,31472,133942.665,44804.6075,244790.3825,48352.082500000004,0.19752443705585535
"Lab, Pharmacy & Med Techs",42154,26921.625,26075.39,67630.275,13357.89,0.1975134656779083
Police Services,32133,137146.4425,30191.160000000003,214985.655,42461.845,0.19751013154807934
Fire Services,25759,151274.725,30191.4375,245605.85749999998,48504.4625,0.19748902975573376
Fire Services,21414,92012.58,30398.833999999995,173580.37,34268.912000000004,0.19742389073142316
Fire Services,31732,115171.24500000001,36018.58,220922.1725,43611.9825,0.19740880694082438
Fire Services,37505,115323.98250000001,39603.4225,218919.445,43202.8375,0.19734582051402516
Police Services,31627,99073.386,21094.451999999997,160693.426,31706.784000000003,0.19731226590439363
Fire Services,25451,116300.02750000001,44258.25749999999,226610.5125,44707.5125,0.19728790163695514
Correction & Detention,19800,98423.32,56057.197499999995,205459.6375,40533.9325,0.1972841624428545
Fire Services,48373,183561.03,32960.774999999994,300262.365,59226.655,0.1972496786268902
Fire Services,11939,113049.76800000001,30869.364,191261.506,37716.452000000005,0.19719834267121167
Fire Services,33071,97552.20999999999,36320.455,189433.5975,37351.792499999996,0.19717617673390803
Fire Services,35744,106399.66249999999,31500.2575,183526.55999999997,36185.025,0.19716505883399116
Police Services,9289,141339.26499999998,22619.4925,218956.825,43168.987499999996,0.19715753322601381
Correction & Detention,18538,98116.1025,54601.340000000004,212070.54499999998,41803.2675,0.19711963063988922
Fire Services,1604,97944.23199999999,34232.009999999995,183527.31800000003,36173.35,0.19710062999994363
Police Services,7669,102271.40199999999,12014.492,164414.728,32404.089999999997,0.19708751396042815
Correction & Detention,38433,17733.135000000002,1404.3425,24858.0625,4898.8675,0.19707358528042965
Police Services,7458,110561.53399999999,13435.968000000003,172241.592,33938.572,0.1970405150458665
Police Services,16940,72251.00714285714,10170.197142857141,116199.00285714286,22894.895714285718,0.197031774381344
Fire Services,51047,83969.71250000001,32596.7825,166621.8725,32829.545,0.19703022482837598
Journeyman Trade,41950,58555.03,7621.41,82410.42,16233.98,0.1969894098343389
Fire Services,9018,110963.6525,47543.60249999999,207522.59,40879.115000000005,0.19698633772834084
Fire Services,2792,62453.53,18045.44,115064.87,22664.24,0.1969692400469405
Correction & Detention,4274,109168.625,42036.57,210253.0125,41413.0325,0.1969676058743748
Fire Services,49720,153306.3825,41544.8175,262698.125,51723.7775,0.19689435354744156
Journeyman Trade,27644,48679.6275,28386.905000000002,115883.3625,22816.315000000002,0.19689034308095782
Police Services,4504,117568.58750000001,29038.09,195218.37,38435.85,0.19688644055372453
Fire Services,23406,115269.715,44263.7775,227870.0075,44863.155,0.19688047361827554
Legal & Court,35649,97353.67499999999,30131.225,166003.96000000002,32677.845,0.1968497920170097
Police Services,52982,117896.88399999999,10198.138,182906.236,36004.452000000005,0.196846497896332
Police Services,22960,141504.3675,15995.9075,220351.76,43371.29,0.1968275179649121
Police Services,32198,121934.99,33832.6375,199582.16749999998,39273.167499999996,0.19677693649659356
Street Transit,44364,80317.90800000001,59088.23799999999,184918.028,36386.74,0.1967722692781474
Fire Services,33890,153896.7225,38820.3075,269353.3625,52997.3075,0.196757549295491
Fire Services,28842,122001.31999999999,32417.485,198087.66,38974.6825,0.1967547221265575
Police Services,13624,76923.7011111111,7430.196666666667,115509.20333333334,22723.252222222225,0.1967224391345517
Police Services,27636,94474.33600000001,13817.452000000001,146057.266,28729.388,0.19669947813482966
Fire Services,14159,92437.86799999999,31652.702,170706.602,33572.692,0.19666897241619277
Fire Services,6963,115064.71,42969.8075,222890.3175,43835.57,0.19666879428264084
Police Services,2946,121807.32,21610.594999999998,199689.195,39268.855,0.19664987382016338
Correction & Detention,23125,98488.13500000001,56295.84,213081.0525,41902.0575,0.1966484443754097
Police Services,35762,96149.59199999999,21046.496000000003,157615.842,30992.960000000003,0.19663607164564081
Fire Services,7465,133633.785,44042.6875,249576.855,49074.542499999996,0.1966309836703407
Fire Services,31925,113871.17,44501.7625,219120.405,43083.92,0.1966221265427106
"Lab, Pharmacy & Med Techs",39884,118103.35,36452.100000000006,240629.44,47311.755,0.19661665255922134
Fire Services,37849,52276.58,10568.5,95288.08,18734.35,0.1966074875262467
Police Services,27285,96910.00600000001,16746.9,157491.088,30960.374,0.1965849267610622
Police Services,1653,121934.5025,22098.504999999997,200000.02499999997,39310.905,0.19655450043068748
Correction & Detention,45875,92604.37000000001,53250.035,194537.4225,38235.630000000005,0.19654639970363547
Fire Services,7505,115543.525,42741.065,222268.79750000002,43679.8925,0.19651832821923643
Correction & Detention,49293,5059.54,955.785,7694.215,1512.03,0.19651517406259117
"Clerical, Secretarial & Steno",53777,152.1,141.355,365.20500000000004,71.75,0.19646499911008883
Journeyman Trade,2130,39836.0,3052.65,53562.15,10522.86,0.19646074700138064
"Clerical, Secretarial & Steno",12052,348.82,296.76,803.4,157.82,0.19644012944983819
"Clerical, Secretarial & Steno",10352,460.755,373.135,1037.695,203.805,0.19640164017365414
Police Services,49015,121923.48,34866.134999999995,200243.19,39319.042499999996,0.19635645287113132
"Clerical, Secretarial & Steno",29304,436.49,306.11,924.02,181.42,0.1963377416073245
Fire Services,3935,115003.88500000001,44283.765,225718.08750000002,44315.09,0.1963293703700196
Fire Services,50168,113181.92666666668,17532.93333333333,220815.90333333332,43351.12,0.19632245388847372
Dietary & Food,14873,5072.975,4859.175,12481.585,2449.915,0.196282363177433
Police Services,35613,114387.83750000001,30369.6725,193337.8775,37948.0475,0.19627839092213062
Fire Services,19249,114605.19249999999,44705.56,222231.02000000002,43616.1525,0.1962649161219707
Police Services,8994,106573.26200000002,25131.521999999997,169438.38000000003,33250.908,0.19624189041467463
Police Services,53084,141521.1675,32522.5825,220779.9375,43324.415,0.19623347796264323
Street Transit,30032,91029.11,74204.2425,219522.9725,43070.1575,0.1961988625131249
Police Services,23160,142914.72,7604.35,212242.2,41635.0175,0.19616747988854244
Fire Services,16965,114854.39749999999,44474.7375,222744.5825,43689.675,0.19614248081656488
Fire Services,4032,133378.965,45745.60249999999,246514.82749999998,48343.509999999995,0.19610791971529581
Police Services,13721,140162.895,30127.585000000003,222175.03999999998,43564.355,0.1960812294666404
Police Services,32637,86887.01,16345.86,140142.08,27477.775,0.19607083753858945
Police Services,31144,110349.17,18318.518,173837.336,34081.998,0.19605683556954645
Fire Services,52653,151923.32749999998,34221.692500000005,246786.385,48381.037500000006,0.19604419222721708
"Clerical, Secretarial & Steno",21542,562.1175,504.755,1326.9875,260.115,0.19601917877900132
Police Services,44804,95077.30000000002,13091.376,157876.028,30944.478000000003,0.1960049184921222
Correction & Detention,39874,98482.84,47673.7225,199567.36,39114.305,0.19599550247094516
Nursing,38119,19970.625,1683.9099999999999,30494.034999999996,5976.094999999999,0.19597586872317815
Police Services,41008,119819.17499999999,27847.122499999998,198631.04249999998,38916.674999999996,0.19592443613137658
Fire Services,1528,101129.0,21469.013333333332,189816.47999999998,37187.64666666667,0.19591368814060123
Fire Services,13871,128991.70249999998,31603.965,223544.44999999998,43793.69,0.19590595964247828
Fire Services,23699,133942.6375,46465.7975,248435.65,48663.315,0.1958789529602535
Police Services,40687,91648.44,15752.291666666666,144982.52,28395.301666666666,0.19585327711690118
Fire Services,46534,99783.03,53913.942500000005,210749.08750000002,41274.8425,0.1958482619764605
Fire Services,51165,115272.37,45169.7675,226534.43250000002,44357.28250000001,0.1958081251069857
Fire Services,23398,115277.72,45595.72499999999,220188.34999999998,43099.3675,0.19573863694423435
Police Services,3647,121937.7625,33397.9,203210.2125,39771.49,0.19571600024777297
Fire Services,18207,134108.52000000002,42723.28,239566.6525,46878.615,0.19568088676281853
Fire Services,23620,142420.5675,38825.560000000005,241436.2,47242.692500000005,0.1956736085972195
Police Services,52145,143520.66,19305.675,223594.6875,43748.945,0.19566182671491245
Police Services,15944,127126.90250000001,27571.637499999997,209549.2075,40996.692500000005,0.19564231709155955
Correction & Detention,27989,96780.02249999999,54129.16,214475.485,41949.0925,0.19558921850672117
Police Services,37125,96155.198,23437.503999999997,159226.15999999997,31141.134000000002,0.19557800049941546
Journeyman Trade,32530,72545.5,49939.439999999995,161600.165,31605.005,0.19557532629994528
Police Services,49061,111642.10800000001,9646.632,174728.526,34167.75,0.19554763484927468
Nursing,1421,13210.055,2937.365,21419.925,4188.53,0.19554363519013254
Fire Services,20482,115277.7275,45699.91,219124.44,42841.759999999995,0.19551338043351071
Fire Services,27801,95573.3775,22544.465,173289.2325,33877.2025,0.1954951384529907
Fire Services,6558,114600.99250000001,46788.1175,219681.85,42945.89750000001,0.19549133212416048
Police Services,2588,94430.79166666667,21606.358333333334,147563.73333333334,28843.611666666668,0.19546545086055472
Fire Services,41545,105792.67499999999,36119.105,216630.26,42340.185,0.19544907992078298
Fire Services,20375,87086.76166666667,30379.673333333336,162473.53833333336,31754.925,0.19544674982612292
Police Services,23614,142584.72249999997,19185.105,221916.74,43367.354999999996,0.1954217379004396
Police Services,37490,118755.1,31810.059999999998,197155.28999999998,38526.4475,0.1954116853775519
Fire Services,18137,115534.64,46732.235,223532.0525,43679.755,0.19540712175941746
Police Services,5797,92553.402,28992.977999999996,155567.908,30397.4,0.1953963409985561
Dietary & Food,47078,8433.4,2716.8,14052.12,2745.71,0.1953947162421044
Police Services,2299,104665.425,6153.452500000001,173153.48750000002,33832.3475,0.1953893507342727
"Clerical, Secretarial & Steno",7563,7717.8,4571.943333333334,15734.136666666665,3074.22,0.19538536273889406
Fire Services,12245,115327.52,46366.7925,224432.7225,43842.075000000004,0.19534617996713916
Police Services,27808,94541.82999999999,27552.494000000006,155739.27,30421.43,0.1953356401375196
Police Services,22795,92226.808,22679.1,155154.338,30299.408000000003,0.1952856000713303
Police Services,11318,100833.025,6027.745,150856.765,29458.215,0.1952727476291832
Police Services,42179,115027.105,28788.8375,194427.7925,37965.3475,0.19526708096528947
Police Services,45950,111291.764,19032.822,175924.76200000002,34349.24399999999,0.1952496260873156
Police Services,27367,106995.7,25075.89,176958.98,34549.91,0.1952424793587757
Police Services,4398,90462.52666666667,17426.085000000003,144328.39833333332,28178.998333333337,0.19524222993352006
Fire Services,16218,68282.4075,22585.0925,132228.8125,25814.114999999998,0.19522307212733986
Fire Services,50426,153849.58,37160.095,275540.7525,53768.5175,0.19513816744766277
Police Services,36922,97550.978,22776.726000000002,159449.388,31112.232,0.19512293142197573
Police Services,14177,92654.568,20392.082000000002,155839.596,30407.134000000002,0.19511815212867983
Correction & Detention,50018,98417.52,54999.545,206486.4275,40286.7275,0.19510593498935905
Correction & Detention,16083,108584.2775,54352.56,219074.5075,42740.45,0.19509549736178225
Police Services,39045,125556.67,29618.167500000003,203715.99000000002,39742.06,0.1950856189541135
Fire Services,4054,110286.0375,40186.135,206772.3525,40336.625,0.19507745843342378
"Clerical, Secretarial & Steno",50623,499.8,437.33,1164.2,227.07,0.19504380690602988
Police Services,36764,88102.21,15806.718333333332,141493.21333333335,27592.096666666668,0.19500650254980426
Fire Services,36193,120846.75399999999,30634.984000000004,206826.644,40330.022,0.1949943257794194
Police Services,43540,128331.76999999999,18340.140000000003,197944.3175,38596.387500000004,0.19498608491249061
"Clerical, Secretarial & Steno",6902,4831.4,3982.78,11259.51,2195.43,0.194984506430564
Police Services,48984,94371.35000000002,15941.729999999998,148511.65333333335,28955.683333333334,0.19497246635819554
"Clerical, Secretarial & Steno",25806,4450.72,3487.6,10413.53,2030.08,0.1949463822546245
Fire Services,27073,109047.84,45621.14,212559.03000000003,41435.8025,0.1949378603204954
Fire Services,52100,93891.735,23495.195,161904.1775,31559.915,0.1949295903745288
Police Services,23305,128879.99799999999,14914.220000000001,194535.18600000002,37919.324,0.19492270154150929
Police Services,15449,66334.23142857144,13756.032857142858,111734.4457142857,21779.022857142856,0.19491771510491612
Fire Services,34849,99119.1325,54820.857500000006,199239.41999999998,38823.36750000001,0.19485786246516884
Fire Services,54744,115114.43,49564.280000000006,226233.6825,44083.095,0.19485646218926753
Police Services,30035,121951.48000000001,36022.700000000004,202142.1025,39384.375,0.19483509131898932
Fire Services,46790,115269.7075,48364.174999999996,225850.3425,43991.565,0.19478192732871327
"Clerical, Secretarial & Steno",16710,444.13,355.8,993.43,193.5,0.19477970264638678
"Lab, Pharmacy & Med Techs",44057,124077.9425,22543.1325,251994.63,49081.1725,0.1947707080107223
Police Services,10500,115027.0975,32973.1,194228.945,37827.515,0.19475735194875304
Police Services,17185,98267.64,7508.436666666667,164662.3633333333,32067.986666666664,0.1947499478174622
Police Services,17957,141539.845,31658.0925,221872.04750000002,43202.14,0.19471646152271613
Protection & Apprehension,42813,119906.385,39907.082500000004,207120.77,40327.729999999996,0.19470635417201276
Police Services,14274,97547.662,22696.629999999997,161828.686,31508.253999999997,0.1947012904745454
Journeyman Trade,7214,84229.675,76049.36,215759.685,42004.08500000001,0.19467995144690728
Police Services,50443,111210.182,13793.885999999999,176117.624,34284.840000000004,0.19467012568827297
Police Services,19683,121649.27249999999,29206.735,201838.27250000002,39289.72,0.19465941475494938
Police Services,26601,96552.814,22242.462000000003,160497.958,31235.830000000005,0.1946182393174124
Police Services,44620,93779.756,25912.422,157403.436,30633.02,0.19461468426902703
Police Services,33255,107970.29833333332,13020.598333333333,164288.78666666668,31970.81000000001,0.19460129110860805
Human Services,23894,26455.05,15993.97,56677.9,11025.45,0.19452820235047524
Fire Services,43937,133633.7825,49548.5125,247964.755,48227.3525,0.19449277176508412
Fire Services,9724,115311.5125,47562.4825,222463.1275,43259.4875,0.19445688814205853
Fire Services,41540,184364.7775,36532.8725,305581.21,59416.762500000004,0.1944385340315918
Correction & Detention,30217,98489.065,42547.8,208820.0625,40582.462499999994,0.194341779301019
Fire Services,53150,152455.8375,41334.2,259674.4825,50464.752499999995,0.19433851187130022
Police Services,10275,88089.37666666666,15930.108333333332,142170.40333333335,27628.501666666667,0.194333708133955
Police Services,9761,95319.34833333334,6676.178333333334,142709.88166666665,27732.08,0.19432487558762723
Fire Services,26832,132657.5275,48857.9775,245604.04499999998,47725.24,0.1943178093829847
Police Services,19704,119512.9175,33345.6475,199759.8125,38812.21,0.1942943854134825
Correction & Detention,1273,97110.3525,59261.567500000005,217855.88999999998,42322.3325,0.19426756146000917
Fire Services,750,129753.60500000001,39010.475000000006,224156.31,43545.20999999999,0.19426269998823587
Street Transit,13660,14997.105,2300.045,23256.255,4517.272500000001,0.19423903375672483
Fire Services,10876,144133.774,27981.621999999996,233723.86000000002,45394.894,0.19422447498513842
Correction & Detention,50921,98346.62,59119.707500000004,216438.77999999997,42035.085,0.1942123541816305
Police Services,7785,96942.138,25216.172,161215.63999999998,31309.901999999995,0.19421131845520695
Fire Services,31397,115350.78,46421.192500000005,222892.9325,43288.215000000004,0.19421080118814446
Fire Services,1636,115087.385,44766.12,225309.2525,43748.015,0.19416874591069003
Fire Services,9388,84426.26000000001,4395.255,152571.375,29624.505,0.194168172109611
Police Services,29484,121569.70000000001,35946.7,204774.26,39759.5575,0.19416286744242173
Police Services,53996,93849.87,15020.096666666666,148297.73666666666,28793.538333333334,0.1941603356904458
Fire Services,40665,132536.95249999998,47613.332500000004,243872.655,47348.5725,0.19415285612894978
Police Services,30051,92481.36600000001,22709.638,156703.81600000002,30422.306,0.19413889703872939
Police Services,1485,102138.94600000001,21366.366,166475.226,32318.85,0.19413609325870504
Police Services,39284,145024.7325,24409.547500000004,227372.8675,44132.2725,0.19409647679268505
Police Services,28971,121937.815,34618.6825,202611.63749999998,39321.86,0.19407503184509825
Police Services,6523,126593.58499999999,33271.53999999999,207883.06,40341.375,0.19405801992716482
Police Services,54133,87496.63166666667,16650.575,141572.595,27470.15166666667,0.19403579956040692
Police Services,37659,139478.52250000002,20683.774999999998,220881.315,42856.805,0.19402639376716857
Fire Services,21497,114738.09,48121.052500000005,225213.2,43694.427500000005,0.1940136168750322
Fire Services,52668,133633.805,45648.002499999995,245505.71500000003,47630.755,0.19401077893441296
Fire Services,42184,115269.69750000001,48069.16499999999,226277.44,43899.9625,0.1940094536158797
Fire Services,41214,133324.905,48803.22,249166.8675,48339.95249999999,0.19400634195475444
Fire Services,17771,116148.396,32041.832000000002,212454.596,41208.602,0.19396427648945755
Police Services,14960,97162.256,21026.614,161397.232,31303.947999999997,0.19395591617085478
Fire Services,41464,130773.95800000001,33405.189999999995,226093.31799999997,43842.054000000004,0.1939113211651837
Police Services,12154,98337.01200000002,9913.534,158272.90000000002,30689.851999999995,0.19390465455551767
Police Services,50668,142716.2725,20135.7125,225342.735,43694.0475,0.19390040464361988
Police Services,7071,121722.1225,33448.44,202878.69,39336.557499999995,0.1938920125125019
Police Services,29334,100398.26666666666,10979.626666666665,155340.80500000002,30114.72333333333,0.19386228449977022
Police Services,3874,70405.58,14511.56625,111527.65625,21620.36625,0.1938565462322266
Police Services,54841,121861.42749999999,35515.795,203311.88,39390.73500000001,0.19374536795390415
Police Services,52356,96668.928,24218.604,161438.98599999998,31277.988,0.19374494832369676
Fire Services,45041,107380.204,37357.835999999996,189929.794,36792.038,0.19371388356268107
Fire Services,31692,133199.3775,38208.15,231877.405,44914.215,0.19369810956785546
Fire Services,8801,115277.72249999999,50152.634999999995,224925.6575,43567.604999999996,0.19369779990528646
Police Services,2156,116831.65400000001,15525.052000000001,185157.664,35857.626000000004,0.19365996105891684
Fire Services,38060,107221.92,45883.54,214502.0,41535.090000000004,0.19363497776244512
Correction & Detention,22619,98475.4225,60067.042499999996,217536.735,42120.645000000004,0.19362543526269255
"Clerical, Secretarial & Steno",4961,459.32,431.11,1104.23,213.8,0.19361908298090072
Police Services,41340,88962.64,15855.116666666667,143775.85,27836.873333333333,0.19361299782497082
Fire Services,46076,118587.905,44860.47499999999,212604.46500000003,41154.0375,0.1935708993693994
Fire Services,52083,152940.9725,46655.065,271406.0025,52522.59,0.1935203699114945
Fire Services,33615,114499.44750000001,47661.0625,217372.8,42062.6925,0.19350485663339664
Street Transit,10702,12301.235,1916.57,19141.894999999997,3703.3050000000003,0.19346595517319476
Police Services,20443,94816.32,19531.04,159732.93600000002,30900.884,0.19345342778899396
Fire Services,8721,115293.82250000001,39528.472499999996,212995.69,41204.677500000005,0.1934531046144643
Police Services,47970,94297.47333333334,12146.89,149048.53333333335,28833.70833333334,0.19345180853842686
"Clerical, Secretarial & Steno",17131,3665.2,3061.27,8649.65,1673.28,0.19345060204748168
Police Services,13296,114269.04000000001,29262.962499999998,193879.28,37504.6225,0.19344316989417332
Fire Services,53390,144808.68,40812.405,256177.97999999998,49546.18,0.1934053036096233
Nursing,27344,126560.17250000002,16551.5625,194574.475,37629.935,0.1933960505354055
Fire Services,8825,134013.6025,42670.657499999994,251613.5075,48656.4275,0.193377644878624
Fire Services,43111,115107.0075,48655.43,226387.59,43766.14,0.1933239361751234
Nursing,40502,19722.552499999998,5417.705,41583.245,8034.2,0.1932076248498644
Police Services,29787,142847.33250000002,14783.317500000001,225902.8325,43634.83,0.19315751607497
Fire Services,4233,114880.5225,48163.725000000006,218498.4625,42202.45249999999,0.19314759480286958
Fire Services,35216,103528.1775,43478.165,204807.22,39552.365000000005,0.19311997399310438
Police Services,42150,97546.676,26817.194000000007,162973.06,31472.992,0.19311775823562494
Police Services,54810,126996.28250000002,33684.6225,208892.55000000002,40338.9875,0.1931087896624365
Police Services,35956,125251.03000000001,28252.7875,207381.845,40043.285,0.19308963617331112
Police Services,46563,145855.25,15930.71,228950.82499999998,44206.94500000001,0.1930848906091516
Skilled Labor,52382,26581.5,5487.47,39742.13,7673.16,0.19307369786168985
Fire Services,3804,109108.88749999998,45854.0925,216396.83750000002,41776.744999999995,0.1930561716272771
Police Services,41798,92605.32833333332,15285.555,147993.15,28570.466666666664,0.19305262889982858
Fire Services,24211,108497.58750000001,54483.415,221615.16,42780.5925,0.193040009086021
Police Services,36658,96987.982,21386.068,160893.598,31054.362,0.19301179404291774
Correction & Detention,49804,72519.2675,46184.537500000006,154028.8625,29726.5075,0.1929930989394926
Street Transit,3050,18388.93333333333,3182.8266666666664,28433.653333333332,5487.1033333333335,0.19297918804196343
Fire Services,2846,115003.90000000001,45345.25,230231.0,44429.0475,0.19297595675647503
Fire Services,23976,135886.41,48134.0025,246783.81,47616.442500000005,0.19294799970873294
Police Services,2851,92196.61000000002,17086.15,157548.444,30395.99,0.1929310707759196
Dietary & Food,381,5059.79,2891.31,10176.08,1963.27,0.19292989048828232
Fire Services,4925,99686.1075,42469.7525,200649.94499999998,38711.23,0.19292918321009261
Police Services,31716,97549.69,22081.734,163174.74599999998,31479.174,0.19291694806744178
Correction & Detention,14315,95546.35250000001,59747.4675,216486.445,41759.51,0.1928966499496077
Police Services,6676,106479.97,16107.957499999999,182061.84499999997,35119.049999999996,0.1928962655519612
Police Services,40325,88736.28166666668,18601.774999999998,143761.93833333332,27730.688333333335,0.19289311659832822
Fire Services,14506,100491.45249999998,34395.545,200941.8175,38759.56,0.19288946662384
Police Services,3712,97128.52,25546.15,163041.562,31447.138,0.19287804664187405
Protection & Apprehension,24642,12781.25,1855.81,19413.485,3744.375,0.19287495264245447
Fire Services,2285,116913.41750000001,44737.4675,230837.93,44522.467500000006,0.19287327476901223
Police Services,11610,141359.545,26725.7025,226235.72499999998,43633.8375,0.19286890918752997
Police Services,32937,94927.3,23947.222,160595.73599999998,30971.084000000003,0.192851222401073
"Clerical, Secretarial & Steno",52588,201.88,196.83,493.96,95.25,0.1928293788970767
Correction & Detention,3714,78690.776,47345.844,173606.81800000003,33476.219999999994,0.19282779550743215
Correction & Detention,42663,82253.36000000002,49896.57,180658.108,34833.496,0.1928144625537648
Police Services,1240,93994.864,22072.62,159431.4,30739.121999999996,0.19280469217481624
Fire Services,9302,133992.885,51018.05,244502.305,47140.395,0.19280143391695223
Fire Services,20207,115011.6575,49456.4075,226777.11,43719.41,0.1927858151115869
Police Services,23208,81254.73666666666,18645.01,136353.27666666664,26282.245,0.19275110684908858
Fire Services,28213,104253.144,38568.884,193713.84,37331.87,0.1927165864865412
Police Services,35995,143660.47000000003,17604.149999999998,227755.0325,43890.905,0.19271102165437332
Police Services,13994,121936.45999999999,28131.462499999998,204712.695,39443.99,0.19267974563082174
Police Services,10527,91706.488,30719.298,157151.81,30279.340000000004,0.19267573182898756
Police Services,7776,96313.086,23896.913999999997,164444.05399999997,31684.026,0.19267358855066907
Fire Services,21298,115003.895,50198.7325,219591.265,42308.802500000005,0.1926706989005232
Fire Services,45510,133199.3625,51613.3825,249539.3975,48076.7425,0.19266193227063474
Police Services,8588,93122.506,29296.712,158567.224,30546.001999999997,0.1926375528905015
Fire Services,24966,152940.995,48702.8025,273279.3125,52624.177500000005,0.1925655367711012
Fire Services,44531,133020.565,52098.09,248145.14,47776.4725,0.19253438733476708
Fire Services,33679,115143.43,44112.9775,221413.9375,42624.762500000004,0.1925116502659188
Police Services,12884,112890.47000000002,20741.394,179817.99000000002,34614.590000000004,0.19249792526320642
Police Services,3835,163317.52,24975.3875,248852.6725,47895.167499999996,0.19246394671529998
Police Services,49060,121789.205,30284.045,204076.675,39276.947499999995,0.19246171812628757
Police Services,44010,97550.96600000001,25824.096,162312.27800000002,31233.85,0.19243060589661612
Fire Services,30710,132187.11000000002,51919.634999999995,244543.8775,47049.00749999999,0.1923949516994143
Fire Services,45800,115003.89,50160.8325,225865.1475,43450.0175,0.1923715012295113
Police Services,28067,80444.01857142858,16842.365714285716,126909.08,24413.332857142854,0.19236868518109856
Fire Services,53362,133612.07,49537.6775,244439.59499999997,47016.01499999999,0.19234205898598383
Fire Services,580,132786.2475,50451.1225,248186.575,47735.167499999996,0.19233581631077343
Police Services,4989,98745.97333333333,16966.741666666665,156329.4016666667,30060.24666666667,0.19228786361482159
"Clerical, Secretarial & Steno",14627,3665.2,3139.37,8733.82,1679.35,0.19228126982236868
Fire Services,33287,115003.88500000001,49970.865000000005,232604.415,44725.3825,0.19228088383447065
Police Services,19653,95899.208,23237.134,162031.70399999997,31152.54,0.19226200324351342
Fire Services,37863,133323.2425,52468.685,244212.1575,46952.42,0.19226078046503478
Fire Services,23901,106009.3,45884.185,207703.92,39930.0775,0.19224518006208066
Police Services,14190,92747.692,21692.366,156587.202,30101.928000000004,0.1922374728938576
