Job Family,Employee Identifier,Salaries,Overtime,Total Compensation,Total Benefits,Percentage Benefits
Street Transit,43952,54928.345,4056.9525000000003,88625.6275,28834.33,0.3253497979464236
Street Transit,16114,22098.182,1110.292,35744.33,11628.216,0.3253163788494567
Street Transit,9348,58743.844999999994,9391.490000000002,102147.19249999999,33226.6775,0.3252823370549318
Nursing,37721,35966.8475,4617.1525,63846.200000000004,20767.725,0.32527738534164913
Street Transit,54955,66509.125,6831.325000000001,119019.205,38713.10249999999,0.3252676952429651
Street Transit,30283,68781.75,8685.157500000001,120065.1925,39052.2525,0.3252587339165762
Semi-Skilled & General Labor,40201,36003.74,3040.5200000000004,61481.36,19997.13,0.3252551667692452
Street Transit,22886,34938.127499999995,5240.177500000001,61365.8525,19958.785,0.32524252800040543
"Clerical, Secretarial & Steno",54240,56447.81,3185.15,91758.75749999999,29842.58,0.32522868457542053
Street Transit,49833,46204.015,2592.015,79884.10500000001,25980.475,0.3252270899198282
Street Transit,8888,65919.41,3950.0525,104927.1275,34124.14,0.3252175182247317
Street Transit,43782,42062.1,7432.789999999999,74489.045,24224.5625,0.32520973386086505
Semi-Skilled & General Labor,11219,47173.78,9243.942500000001,86420.9825,28104.53,0.32520493503993664
Street Transit,11166,30288.739999999998,5134.975,54807.884999999995,17823.5,0.32519955842120163
Agriculture & Horticulture,46246,28406.1275,4941.82,50847.795,16535.61,0.32519817231012677
Correction & Detention,18585,27987.1,6555.42,54128.07,17602.3,0.32519725901921126
Street Transit,50799,69249.3025,8565.7125,123453.0275,40144.94,0.32518392471176943
Street Transit,20358,66113.71250000001,9469.3175,115099.6575,37427.7175,0.32517661922669056
Street Transit,2548,68149.7025,9542.2575,119357.74,38811.9825,0.3251735706456908
Street Transit,48375,51716.454,3612.7160000000003,87319.59599999999,28393.512,0.32516769775251825
Street Transit,10981,52773.92333333333,7682.13,92176.96333333333,29972.483333333337,0.32516240771510196
Semi-Skilled & General Labor,50030,30091.78,1599.42,47677.149999999994,15499.875,0.3251007033767749
Street Transit,51773,38926.7675,2078.3075,61741.94,20071.899999999998,0.3250934453954637
Street Transit,19230,69231.61,8880.8025,122941.8575,39965.545,0.325076794939429
Street Transit,18995,48760.805,6578.0725,86496.9075,28117.877500000002,0.3250737894877918
Street Transit,23737,67979.2725,8524.555,123552.75,40163.645000000004,0.3250728534977975
Semi-Skilled & General Labor,7627,54018.02,5725.645,92442.63,30050.144999999997,0.3250680449052563
Street Transit,2427,37914.254,6184.054000000001,66023.062,21461.696,0.32506362700960456
Street Transit,49529,54122.34,6372.51,92531.95499999999,30077.8125,0.3250532478212527
Street Transit,24738,31844.995,4227.81,60512.07,19668.775,0.32503887241008284
Recreation,9270,1439.84,345.57,2700.95,877.81,0.3250004628001259
Agriculture & Horticulture,7452,40282.28333333333,2298.7133333333336,64711.06666666667,21031.103333333333,0.32500010302204874
Housekeeping & Laundry,26889,31339.6,5321.1,57284.32,18616.945,0.32499198733615065
Street Transit,23425,68310.6525,10322.2575,119255.215,38754.8925,0.32497440468326694
Street Transit,46301,67906.265,10429.7125,117671.395,38239.16500000001,0.3249656809116609
Street Transit,4914,20110.7675,4532.6475,38175.465000000004,12404.9475,0.3249455507614642
Street Transit,32794,53829.42999999999,5961.32,89759.45666666667,29164.85666666667,0.3249223842226912
Housekeeping & Laundry,23275,27032.25,2329.515,49919.9,16219.84,0.3249173175427034
Street Transit,18050,66960.1,8774.352499999999,118194.5975,38400.042499999996,0.32488830549128944
Nursing,23860,37591.479999999996,4793.3125,65850.29,21392.7775,0.3248699056602485
Street Transit,45742,63641.685,9959.842499999999,110441.1675,35878.68,0.32486690255243816
Street Transit,33174,30004.0025,2618.7725,48749.485,15835.0625,0.3248252263588015
Street Transit,20301,45350.82250000001,4881.3025,78718.76500000001,25569.6475,0.3248227725625522
Street Transit,47704,62095.56,4755.2275,101054.54000000001,32824.457500000004,0.32481922633065274
Street Transit,45416,66509.03,9977.962500000001,115236.13499999998,37429.5675,0.32480755710871423
Street Transit,5140,28836.32,2109.9425,47068.137500000004,15288.05,0.32480677613385484
Housekeeping & Laundry,14136,29456.876666666667,1767.5033333333333,51571.38333333333,16750.586666666666,0.32480390449095964
Street Transit,14254,56706.35250000001,4768.9349999999995,93041.515,30219.59,0.32479683934639286
Street Transit,1333,65336.49,3797.0,104540.0875,33953.14,0.3247858387338733
Street Transit,2609,39025.912500000006,6607.8675,71347.63249999999,23171.1325,0.3247638595436226
Street Transit,25714,54708.206666666665,9082.220000000001,95702.13666666666,31071.793333333335,0.3246718873326444
Street Transit,44493,8734.385,735.445,15374.519999999999,4991.465,0.3246582657539878
"Clerical, Secretarial & Steno",11893,45274.426,4722.629999999999,74031.94399999999,24034.888,0.3246556378419565
Street Transit,37801,61939.942500000005,8375.095,108912.2775,35358.292499999996,0.3246492802429919
Street Transit,20474,63383.02750000001,8646.84,110966.14,36023.2425,0.3246327438261798
Personnel,24249,9238.5,615.9,15046.73,4884.38,0.3246140523555617
Street Transit,46357,64027.565,8954.199999999999,112562.4175,36538.920000000006,0.3246102989925568
Personnel,5130,9238.5,615.9,15046.55,4884.2,0.324605972797751
Street Transit,12057,60749.7225,8777.8975,104859.4075,34037.2025,0.3245984629466841
Street Transit,16156,27465.824999999997,7962.429999999999,54858.01,17806.64,0.32459507736427184
Housekeeping & Laundry,38919,54244.25,6020.01,91993.37,29853.547499999997,0.3245184680156842
Street Transit,14247,65809.18000000001,9891.07,114606.01,37188.885,0.3244933228196323
Semi-Skilled & General Labor,11068,39104.270000000004,3567.91,67057.04,21758.455,0.32447681854134935
Street Transit,27017,52725.807499999995,7699.182500000001,93589.81,30365.3375,0.3244513211427612
Street Transit,48283,46661.8725,8756.2625,84939.68,27558.5075,0.32444797884804844
Correction & Detention,46773,22869.38,4865.283333333334,43171.00666666666,14006.289999999999,0.3244374194965109
Agriculture & Horticulture,11530,25153.406666666666,2743.3033333333333,42383.596666666665,13750.686666666666,0.32443416198987046
Street Transit,33888,55924.826,4058.5060000000003,92142.42199999999,29894.028,0.3244328437557242
Dietary & Food,51448,23772.087499999998,4223.155,45278.10249999999,14689.355000000001,0.3244251456871454
Street Transit,7117,60126.9925,6232.0725,103028.2125,33420.8725,0.32438563854536445
Street Transit,27825,65313.5025,10023.4,114469.2425,37129.59,0.32436302703759046
"Clerical, Secretarial & Steno",37367,44925.845,7708.08,78719.9025,25533.77,0.32436231739489263
Street Transit,12936,67949.25,9895.295,118592.5025,38464.545000000006,0.3243421311562255
Semi-Skilled & General Labor,50670,46061.23333333333,8444.85,80667.5,26161.416666666668,0.3243117323168149
Street Transit,39234,68926.2475,9885.615,122298.055,39661.71,0.32430368577815893
Street Transit,25871,59800.5025,5190.675,101135.72249999999,32797.744999999995,0.32429436592001404
Street Transit,38587,46414.61749999999,6598.4975,80289.625,26035.647500000003,0.32427162911770985
Housekeeping & Laundry,22184,55222.25,4150.887500000001,92302.08,29930.882500000003,0.32427094275665297
Street Transit,28795,68421.9125,9433.227499999999,121586.15250000001,39426.0875,0.3242646196901411
Street Transit,44674,65447.130000000005,10283.0775,114062.41,36985.415,0.32425594900195426
Housekeeping & Laundry,12822,20845.0,2099.18,37332.42,12104.74,0.3242420394927519
Street Transit,8710,68438.62,9728.74,118053.6275,38276.2275,0.32422745755948923
Street Transit,27894,53613.7175,6525.81,91395.82250000001,29631.820000000003,0.3242141619766046
Street Transit,42949,57706.2125,5826.035,102855.945,33347.0925,0.32421161946448496
Street Transit,50564,55163.5525,6918.48,94260.235,30559.6325,0.324204925862958
Protection & Apprehension,463,37655.38,2871.89,62858.009999999995,20378.825,0.32420410700243296
Housekeeping & Laundry,15402,40245.645,2513.3975,70830.8875,22963.4,0.32420037091869
Correction & Detention,16429,26761.135,3214.7774999999997,47435.2475,15376.350000000002,0.32415452243608517
Street Transit,42583,27220.49,4121.081999999999,49417.514,16017.602000000003,0.32412804092087677
Street Transit,19193,68706.3275,9066.5375,120925.75,39195.3375,0.32412730539194506
Street Transit,27819,68723.4625,3864.3025,109876.22,35612.34,0.3241132612679977
Street Transit,16003,66039.23,4277.4675,104989.3475,34028.020000000004,0.3241092626087614
Street Transit,21664,68119.67,9597.787499999999,119553.6425,38748.1275,0.3241066243548372
Agriculture & Horticulture,9801,53670.067500000005,3289.8450000000003,86544.155,28049.445,0.32410559673267364
Hospital Administration,27688,46329.006666666675,2946.4166666666665,73620.77666666666,23857.353333333333,0.324057343776098
Street Transit,35322,44362.04,6788.83,76397.55,24757.01,0.324055025324765
Street Transit,28515,37555.54749999999,4722.3675,63093.365000000005,20444.8175,0.3240406895400174
Street Transit,1158,68982.83750000001,10654.9225,121651.425,39419.305,0.32403488080801357
Street Transit,1475,39212.159999999996,6882.092,72050.064,23345.106,0.3240122867899187
Street Transit,32792,61984.8575,9894.035,111164.2575,36018.119999999995,0.3240081012550279
Street Transit,28774,25142.57,2765.8759999999997,42413.26,13742.116,0.32400518139845885
Nursing,32953,27330.35,1430.4275,47837.0675,15499.3675,0.32400329514345755
Street Transit,18416,65907.27249999999,8984.189999999999,120151.61750000001,38928.049999999996,0.3239910607112717
Street Transit,14436,54799.44333333333,8896.743333333334,95170.44333333331,30834.27666666666,0.32399004971186257
Street Transit,45604,44622.7375,3295.7799999999997,71784.38,23255.6175,0.3239648723023031
Dietary & Food,6240,20391.27333333333,5696.19,39903.42,12927.17,0.3239614549329356
Nursing,22897,52666.2025,2851.105,92680.76750000002,30024.622499999998,0.323957421910646
Agriculture & Horticulture,30004,39513.232,2259.93,62456.278000000006,20233.118000000002,0.3239565124261808
Street Transit,44437,69300.4375,9597.0175,124732.2525,40406.9225,0.3239492728634881
Street Transit,14638,31429.71,1576.79,56117.59,18178.245000000003,0.3239313199301681
Street Transit,2343,62788.8575,8480.68,110827.45250000001,35900.119999999995,0.32392804481362586
Street Transit,23862,33866.964,5148.947999999999,58260.117999999995,18872.056,0.32392752791884155
Street Transit,4205,50061.38333333333,7662.533333333333,89161.08333333333,28881.23,0.32392192782164864
Street Transit,38268,56764.81,5089.2474999999995,92378.6575,29920.942499999997,0.32389453700385284
Street Transit,50342,67786.9025,9838.1875,116111.4825,37606.1175,0.3238794018498558
Street Transit,34093,41658.86,7215.3325,76602.5975,24807.17,0.32384241278502335
Protection & Apprehension,26255,34402.636666666665,3625.4566666666665,58109.86333333332,18818.04,0.32383555769275896
Dietary & Food,7329,43415.90000000001,8058.9825,78957.0075,25565.5325,0.32379054512672606
Street Transit,21908,60790.765,8910.487500000001,104565.5675,33856.884999999995,0.3237861736847552
Street Transit,14314,70107.325,10358.7025,123933.5975,40127.3525,0.32378106751883806
Street Transit,25069,57217.235,4199.4825,96574.655,31268.539999999994,0.32377583953056827
Street Transit,49121,68724.26000000001,10019.5825,121831.06499999999,39441.22,0.32373697135455565
Nursing,33382,34930.1725,5635.172500000001,62730.07,20308.04,0.3237369255286978
Street Transit,23623,50367.7375,3806.1450000000004,83948.6525,27177.015000000003,0.32373378476801645
Nursing,1860,47972.16,7154.0675,83508.54250000001,27032.960000000003,0.323714906172623
Street Transit,44562,68529.0425,10816.149999999998,120458.62500000001,38992.49250000001,0.3237002954333905
Nursing,37129,50615.43,3767.6925,88845.41,28757.925,0.3236849827132319
Street Transit,43470,34944.89,5076.845,61196.29,19805.45,0.323638083289036
Skilled Labor,35718,52434.854999999996,2697.9175,81657.55500000001,26426.269999999997,0.32362308668193646
Street Transit,43834,64361.7075,10495.04,113854.98000000001,36845.9925,0.3236221419563729
Street Transit,39600,28910.44,4814.3150000000005,53577.0325,17337.545,0.3236003225822557
Protection & Apprehension,22783,35393.84,1868.18,62355.55,20177.940000000002,0.3235949326082442
Street Transit,5096,66488.825,9494.645,118709.5775,38413.60249999999,0.3235931195189368
Street Transit,51138,66380.7825,4350.325,106939.7125,34599.207500000004,0.3235393727096471
Revenue,50710,56593.0375,5016.6075,93854.1375,30365.292500000003,0.32353706835780155
Human Services,42772,44602.6275,3130.4649999999997,72003.8725,23295.78,0.32353509875458436
Human Services,37816,33148.054,2332.066,52472.846000000005,16976.726000000002,0.32353354723698424
Street Transit,36479,62498.5875,10033.1,109424.885,35401.9125,0.3235270706475954
Street Transit,26763,27912.102499999997,5601.855,50231.9525,16250.650000000001,0.3235122106790494
Street Transit,30542,41888.06,4039.6800000000003,68725.71200000001,22232.076,0.323489933432774
Purchasing & Storekeeping,54626,22431.6,2661.53,42399.26,13714.69,0.3234653151965388
Street Transit,42185,55098.178,7010.616,94665.83,30621.1,0.3234651827380587
Street Transit,10318,58548.25666666666,8109.936666666666,100157.51666666668,32396.28666666667,0.3234533736942027
Street Transit,30194,70137.21,10753.782500000001,123448.8075,39926.21000000001,0.3234232133024048
Street Transit,24462,54957.53200000001,7426.62,99637.56000000001,32222.028,0.323392383354229
Protection & Apprehension,18921,31790.64,2008.38,50705.84,16397.36,0.32338207985510153
Nursing,45299,55846.4525,4344.6675,93955.03,30381.947500000002,0.3233669075514105
Street Transit,38669,47257.567500000005,2505.7075,77553.5925,25078.02,0.32336374359446984
Street Transit,54175,63205.25,10067.49,109979.525,35562.985,0.32336005270071866
Purchasing & Storekeeping,21547,59464.1475,3521.95,93086.145,30100.0475,0.32335690236178544
"Clerical, Secretarial & Steno",54564,44025.352,2639.58,70625.696,22836.503999999997,0.3233455426761387
Housekeeping & Laundry,4160,43251.05499999999,8549.195,77948.3475,25203.4175,0.32333485325009614
Street Transit,3283,64970.46,4441.15,103869.765,33582.1425,0.3233100845082301
"Lab, Pharmacy & Med Techs",1980,36652.245,1942.745,62413.945,20178.77,0.32330547283944316
Street Transit,28348,48351.65,6176.9625,83209.83,26901.092500000002,0.32329224203438467
Housekeeping & Laundry,26425,53138.25,4002.865,86142.16,27846.8125,0.32326577949751895
Correction & Detention,31731,44702.69,11617.95,89718.25499999999,29002.1725,0.32325832128589665
Street Transit,40878,45806.380000000005,6505.787499999999,78185.73,25272.605,0.3232380768204121
Street Transit,32751,56411.956000000006,4081.654,91699.728,29639.278,0.3232210023567354
Street Transit,45301,65444.825,4727.4025,110446.15,35697.89,0.3232153406886524
Street Transit,36918,63525.7625,9466.92,109296.02249999999,35325.630000000005,0.3232105724615917
Street Transit,52807,49757.0925,7259.285,85277.04250000001,27561.585,0.3232005260970442
Nursing,41358,52310.7525,6081.76,89730.215,28998.239999999998,0.3231714088726969
Street Transit,38561,63902.865,10145.52,112031.445,36203.415,0.3231540484013216
Street Transit,325,49639.420000000006,8220.506666666666,87537.70333333332,28286.89333333333,0.32313954166263825
Nursing,35272,45523.535,7334.579999999999,81333.5325,26281.425,0.3231314833153226
Street Transit,54684,43416.645000000004,5829.155,74679.75,24131.2175,0.32312932890107426
Housekeeping & Laundry,15841,56856.575,3991.6975,91576.69,29587.1575,0.32308612049638397
